id, name, fullAddress, priceRange, zipCode
286,Cosmic Wings - Gadsden,"1722 Rainbow Drive, Gadsden, AL, 35901",$,35901
287,Tre's Southern Cafe,"620 Banks Street, Glencoe, AL, 35905",$$,35905
288,Burger King (1980 Highway 77),"1980 AL-77, Southside, AL, 35907",$,35907
289,"Moe's Southwest Grill (510 East Meighan Blvd., Suite A1)","510 East Meighan Blvd., Gadsden, AL, 35903",$,35903
290,Taco Bell (579 E. Meighan Boulevard),"579 E. Meighan Boulevard, Gadsden, AL, 35903",$,35903
291,McDonald's (616 W Chastain Boulevard),"616 W Chastain Boulevard, Glencoe, AL, 35905",$,35905
292,Krispy Kreme (504 E. Meighan Blvd.),"504 E. Meighan Blvd., Gadsen, AL, 35903",$,35903
293,El Patron Mexican Restaurant,"607 East Meighan Boulevard, Gadsden, AL, 35903",$$,35903
294,Wendy's  (410 E Meighan Blvd),"410 E Meighan Blvd, Gadsden, AL, 35903",$,35903
295,KFC (579 E. Meighan Boulevard),"579 E. Meighan Boulevard, Gadsden, AL, 35903",$,35903
296,Captain D's (505 East Meighan Boulevard),"505 East Meighan Boulevard, Gadsden, AL, 35903",$,35903
297,Jersey Mike’s Subs (404 East Meighan Blvd),"404 East Meighan Boulevard, Gadsden, AL, 35903",$,35903
298,Krystal (114 E. Meighan Blvd),"114 East Meighan Boulevard, Gadsden, AL, 35903",$,35903
299,Zaxby's (1510 Rainbow Drive),"1510 Rainbow Drive, Gadsden, AL, 35901",$,35901
300,MrBeast Burger (5714 US-278 East),"5714 US-278 East, Hokes Bluff, AL, 35903",$$,35903
301,Sonic (354 East Meighan Blvd)*,"354 East Meighan Blvd, Gadsden, AL, 35903",$$,35903
302,Popeyes (406 E Meighan Blvd),"406 E Meighan Blvd, Gadsden, AL, 35903",$,35903
303,Arby's (198 E Meighan Blvd),"198 E Meighan Blvd, Gadsden, AL, 35903",$,35903
304,Applebee's (Gadsden),"1722 Rainbow Drive, Gadsen, AL, 35901",$$,35901
305,Panera (508 E Meighan Blvd),"508 E Meighan Blvd, Gadsden, AL, 35903",$,35903
306,Red Lobster  (1725 Rainbow Drive),"1725 Rainbow Drive, Gadsden, AL, 35901",$$,35901
307,Cracker Barrel Old Country Store (101 Taylor Drive),"101 Taylor Drive, Gadsden, AL, 35904",$,35904
308,"Cicis (1851 Montgomery Highway Suites 107, 109 And 111)","1851 Montgomery Highway Suites 107, 109 And 111, Hoover, AL, 35244",$,35244
309,Kelly's Cajun Grill,"2000 Riverchase Galleria, Hoover, AL, 35244",$,35244
310,Steel City Pops (329 Summit Blvd),"329 Summit Blvd, Birmingham, AL, 35243",$,35243
311,Perfect Note,"1845 Montgomery Hwy South, Hoover, AL, 35244",$,35244
312,Subway (205 Helena Market Pl # 205),"205, Helena, AL, 35080",$,35080
313,Bayleaf Authentic Indian Cuisine,"5426 Hwy 280  suite 14, Birmingham, AL, 35242",$,35242
314,Kokee Tea (Riverchase Galleria),"2000 Galleria Circle, Birmingham, AL, 35244",$,35244
315,Thirstea Cafe,"170 Inverness Plaza, Birmingham, AL, 35242",$,35242
316,Wasabi Juan's  (Hwy 280),"5037 Hwy 280, suite 101, Hoover,, AL, 35242",$,35242
317,Rowzac carrebian,"3641 Lorna Rd, Birmingham, USA, Hoover, AL, 35216",,35216
318,Eli's Jerusalem Grill,"4673 Hwy 280, Birmingham, AL, 35223",$,35223
319,Outback Steakhouse (3440 Galleria Circle),"3440 Galleria Circle, Hoover, AL, 35244",$,35244
320,Zoe's Kitchen (5247 Highway 280),"5247 Highway 280, Birmingham, AL, 35242",$$,35242
321,Yogurt Mountain,"3032 John Hawkins Parkway, Hoover, AL, 35244",,35244
322,Joe's Italian,"21 Weatherly Club Dr, Alabaster, AL, 35007",$,35007
323,La Sabrosita Ice Cream Shop,"3702 Lorna Road, Hoover, AL, 35216",,35216
324,Roll Up Ice Cream,"3015 Columbiana Rd, Vestavia Hills, AL, 35216",$,35216
325,Cream And Cones,"2152, PELHAM, AL, 35124",$,35124
326,Cafe Trentuno,"3018, Pelham, AL, 35124",$$,35124
327,Papa Johns (736 Montgomery Hwy),"736 Montgomery Hwy, Vestavia Hills, AL, 35216",$,35216
328,The Ice Cream Shop,"1565 Simmsville Road, Alabaster, AL, 35007",$,35007
329,Chipotle Mexican Grill (1051 Amber Drive Suite 100),"1051 Amber Drive, Hoover, AL, 35244",$,35244
330,Cracker Barrel Old Country Store (5040 Academy Lane),"5040 Academy Lane, Bessemer, AL, 35022",$,35022
331,Urban Pops,"2760 John Hawkins Parkway #100, Hoover, AL, 35244",$,35244
332,Walgreens (3340 Pelham Pkwy),"3340, Pelham, AL, 35124",$,35124
333,Tony's Hot Dogs,"1922 Montgomery Hwy, Birmingham, AL, 35244",$$,35244
334,"Moe's Southwest Grill (300 Colonial Parkway, Suite 100)","300 Colonial Parkway, Alabaster, AL, 35007",$,35007
335,The Heavenly Donut Co.,"4911 Cahaba River Rd, Vestavia Hills, AL, 35243",$,35243
336,Schlotzsky's Deli (Inverness Corners),"103 Inverness Corners, Hoover, AL, 35242",$,35242
337,"Charleys Cheesesteaks and Wings - Walmart - Hoover, AL","2780 John Hawkins Parkway, Hoover, AL, 35244",$,35244
338,McAlister's Deli (152 Bowling Lane),"152 Bowling Lane, Pelham, AL, 35124",$,35124
339,Firehouse Subs (100 S. Colonial Dr. #1200),"100 S. Colonial Dr. #1200, Alabaster, AL, 35007",$,35007
340,Suki Hana Teriyaki,"2000 Riverchase Galleria, 158, Hoover, AL, 35244",$,35244
341,Basil Thai Kitchen,"2000 Galleria Circle, Birmingham, AL, 35244",$,35244
342,Nori (4704 Cahaba River Rd),"4704 Cahaba River Rd, Vestavia, AL, 35243",$,35243
343,Mikey's Grill,"4524 Southlake Pkwy, Hoover, AL, 35244",,35244
344,Firebirds Wood Fired Grill (191 Main St),"191 Main St, Hoover, AL, 35244",$$,35244
345,Kabob-Licious,"1841 Hwy 31 S Ste 105, Hoover, AL, 35244",$,35244
346,Silvercoin Indian Grill,"3321 Lorna Rd, Birmingham, AL, 35216",$,35216
347,Gunpowder Cafe (3321 Lorna Rd),"3321 Lorna Rd, Birmingham, AL, 35216",,35216
348,United Kitchens of India (3321 Lorna Rd),"3321 Lorna Rd, Birmingham, AL, 35216",,35216
349,"Curry Spoon (3321 Lorna Rd, Birmingham, AL 35216)","3321 Lorna Rd, Birmingham, AL, 35216",$,35216
350,Pita Cafe,"2801 John Hawkins Parkway, Hoover, AL, 35244",$$,35244
351,Kobe Japanese Steak House &amp; Sushi Bar,"340 Inverness Corners, Birmingham, AL, 35242",$,35242
352,Happy China Chinese Restaurant,"4524 Southlake Parkway, Hoover, AL, 35244",$$,35244
353,Bamboo Garden,"149 Buck Creek Plaza, Alabaster, AL, 35007",$$,35007
354,Hunan Garden 2,"466 1st St SW, Alabaster, AL, 35007",,35007
355,golden city2,"3000 Meadow Lake Dr, Birmingham, AL, 35242",,35242
356,O Sushi,"5519 Grove Blvd, Hoover, AL, 35226",$,35226
357,Mr. Lin Chinese Restaurant,"475, Helena, AL, 35080",$$,35080
358,OEC JAPANESE EXPRESS,"3732 Lorna Road, Hoover, AL, 35216",,35216
359,Bawarchi Indian cuisine ,"2798 John Hawkins Pkwy #108, Hoover, AL, 35244",,35244
360,Greek Street,"5291 Valleydale Road, Birmingham, AL, 35242",$$,35242
361,Teriyaki Madness - 4741 Chace Circle,"4741 Chace Circle, Suite 113, Hoover, AL, 35244",$,35244
362,Otoro Hibachi,"3435 South Shades Crest Road, Hoover, AL, 35226",,35226
363,Rock-N-Roll Sushi (Colonnade Pkwy),"3431 Colonnade Parkway Ste 400, Birmingham, AL, 35243",$,35243
364,Beijing Express,"3659 Lorna Rd #161, Birmingham, AL, 35216",$$,35216
365,Yan Express,"1948 Montgomery Hwy, Birmingham, USA, Pelham, AL, 35244",$,35244
366,Hunan Garden,"1851 Montgomery Hwy S, Birmingham, AL, 35244",,35244
367,La Cocinita - Cahaba,"310 Cahaba Valley Rd, Pelham, AL, 35124",,35124
368,The Ice Cream Shop,"1678 Montgomery Highway, Birmingham, AL, 35216",$,35216
369,Lake Side Cafe,"Two Chase Corporate Drive, Hoover, AL, 35244",$,35244
370,Cosmic Wings (Highway 119),"360 Cahaba Valley Rd, Pelham, AL, 35124",$,35124
371,El Cielo Mexican Grill,"2760 John Hawkins Parkway, Hoover, AL, 35244",$$,35244
372,150 &amp; Main,"150 Main St, Hoover, AL, 35244",$,35244
373,Warrior Express,"9970 Highway 119, Alabaster, AL, 35007",$$,35007
374,Purple Onion Deli &amp; Grill,"2296, Pelham, AL, 35124",,35124
375,La Cocinita - Pelham,"3314, Pelham, AL, 35124",,35124
376,Refined-ToGo,"778 2nd St, Helena, AL, 35080",,35080
377,Moe's Southwest Grill (300 S Colonial Dr),"300 S Colonial Dr, Alabaster, AL, 35007",$,35007
378,Boardroom Bar &amp; Grill,"5816 Lake Cyrus Blvd, Birmingham, AL, 35244",$,35244
379,On Tap Sports Cafe(Inverness),"810 Inverness Corners, Birmingham, AL, 35242",,35242
380,Sneaky Pete's Hot Dogs (Pelham Marathon),"2260, Pelham, AL, 35124",,35124
381,Flying Biscuit Cafe (The Shops of the Colonnade),"3419 Colonnade Pkwy #100, Birmingham, AL, 35243",$,35243
382,Freddy's Frozen Custard &amp; Steakburgers (5634 Grove Blvd.),"5634 Grove Blvd., Hoover, AL, 35226",$,35226
383,Salvatore's Pizza &amp; Pasta,"4673 Highway 280, Birmingham, AL, 35242",$,35242
384,Tick-Tock Tikka House (3321 Lorna Rd),"3321 Lorna Rd, Birmingham, AL, 35216",,35216
385,Bama Burgers,"2846, Pelham, AL, 35124",$$,35124
386,Pelham Diner,"2147, Pelham, AL, 35124",$$,35124
387,Sneaky Pete's Hotdogs,"9200 Highway 17, Alabaster, AL, 35114",,35114
388,Farrelly's Southern Bar and Kitchen,"5532 Grove Boulevard, Hoover, AL, 35226",$$,35226
389,The Depot Deli &amp; Grill,"29 Lake Davidson Ln, Helena, AL, 35080",$$,35080
390,Pazzo! Big Slice Pizza,"1678 Montgomery Hwy, Hoover, AL, 35216",$,35216
391,Big Bad Breakfast (5361 US 280),"5361 U.S. 280, Birmingham, AL, 35242",$,35242
392,Ruby Sunshine (Brook Highland),"5243 Highway 280, Birmingham, AL, 35242",$,35242
393,First Watch (Hoover),"4741 Chace Circle Ste 105, Hoover, AL, 35244",$$,35244
394,Amigo's Mexican Grill,"3659 Lorna Rd, Birmingham, AL, 35216",$$,35216
395,Smoothie King (2000 Riverchase Galleria),"2000 Riverchase Galleria, Hoover, AL, 35244",$$,35244
396,La Libertad,"2834, Pelham, AL, 35124",$$,35124
397,Moss Rock Tacos &amp; Tequila,"616 Preserve Pkwy, Hoover, AL, 35226",$$,35226
398,Sanpeggio's Pizza,"2657 Valleydale Rd, Hoover, AL, 35244",$,35244
399,Cozumel Grill &amp; Mexican Restaurant,"2754, Pelham, AL, 35124",$$,35124
400,Margarita Grill,"234 Cahaba Valley Rd, Pelham, AL, 35124",$$,35124
401,Auntie Anne's (2000 Galleria Cir),"2000 Galleria Cir, Birmingham, AL, 35244",$,35244
402,Los Angeles Burrito,"1614 Kent Dairy Road, Alabaster, AL, 35007",$$,35007
403,Hacienda Mexican Grill,"4500 Valleydale Rd, Birmingham, AL, 35242",$,35242
404,Pasqually's Pizza &amp; Wings P330 (500 Old Town Rd),"500 Old Town Rd, Birmingham, AL, 35216",$,35216
405,Pub 261,"9340 Helena Rd, Birmingham, AL, 35244",$$,35244
406,Cindy's Cinnamon Rolls,"2000 Galleria Circle, Birmingham, AL, 35244",$,35244
407,The Purple Onion (Inverness),"4505 Riverview Parkway, Birmingham, AL, 35242",$,35242
408,Cantina Grill,"7645 Hwy 119, Alabaster, AL, 35007",$$,35007
409,All Original Pizzeria,"215, Helena, AL, 35080",$$,35080
410,Little Donkey Mexican Restaurant | Greystone,"5363 U.S. 280 Ste B100, Birmingham, AL, 35242",$,35242
411,Great American Cookies (Riverchase Galleria),"2000 Riverchase Galleria, Birmingham, AL, 35244",$,35244
412,El Tejano,"4257 Highway 52 W, Helena, AL, 35080",$$,35080
413,Market Fresh (4615 HWY 280 S),"4615 Hwy 280 S, Birmingham, AL, 35242",$,35242
414,The Juicy Crab - Hoover,"2740 John Hawkins Parkway, Hoover, AL, 35244",$,35244
415,El Patron,"2991 Highway 95, Helena, AL, 35080",$$,35080
416,Hootie's Chicken Tenders (400 Cahaba Valley Rd),"400 Cahaba Valley Rd, Pelham, AL, 35124",$,35124
417,Rio's Bar and Grill,"2693 County Road 95, Helena, AL, 35080",$$,35080
418,Papa Johns (565 1St Street North),"565 1St Street North, Alabaster, AL, 35007",$,35007
419,Baja California Cantina and Grill ,"1694 Montgomery Hwy, Hoover, AL, 35216",,35216
420,Jersey Mike's Subs (1114 1st Street),"1114 1st Street North, Alabaster, AL, 35007",$,35007
421,Chubbfathers,"1207 1st Street North, Alabaster, AL, 35007",$$,35007
422,K and Js Elegant Pastries,"236 1st St S 300, Alabaster, AL, 35007",$$,35007
423,Golden Corral (3117 Lorna Rd),"3117 Lorna Rd, Hoover, AL, 35216",$,35216
424,The Fish Market Restaurant (Hwy 280),"5409 Hwy 280, Hoover, AL, 35242",$,35242
425,creACTive Cafe,"200 1st Street South, Alabaster, AL, 35007",$,35007
426,Red Lobster (1030 Montgomery Hwy. South),"1030 Montgomery Hwy. South, Vestavia Hills, AL, 35216",$$,35216
427,Dave &amp; Buster's (Birmingham),"2700 Riverchase Galleria Ste 110, Birmingham, AL, 35244",$$,35244
428,Farmer's Basket,"2000 Riverchase Galleria, Hoover, AL, 35244",$,35244
429,C’s Cakes &amp; Coffee House,"1241 Valley Street, Montevallo, AL, 35115",,35115
430,Dunkin' (2536 Helena Rd Ste D),"2536, Helena, AL, 35080",$,35080
431,Dockside Charlie's (285 S Colonial Promenade),"285 Colonial Promenade Pkwy, Alabaster, AL, 35007",$$,35007
432,Captain D's (420 Cahaba Valley Road),"420 Cahaba Valley Road, Pelham, AL, 35124",$,35124
433,Bojangles (4780 Eastern Valley Road),"4780 Eastern Valley Road, McCalla, AL, 35022",$,35022
434,Wendy's  (2931 Morgan Rd),"2931 Morgan Rd, Bessemer, AL, 35022",$,35022
435,The Casual Pint the Grove,"5541 Grove Blvd, Hoover, AL, 35226",,35226
436,San Antonio Grill (McCalla),"4760 Eastern Valley Road, Bessemer, AL, 35111",$,35111
437,Buster's American Kitchen (Birmingham),"2700 Riverchase Galleria Ste 110, Birmingham, AL, 35244",$$,35244
438,Panera (100 S Colonial Drive Suite 200),"100 South Colonial Drive, Alabaster, AL, 35007",$,35007
439,Eugene's Hot Chicken (Hoover),"3232 Galleria Cir, Birmingham, USA, Hoover, AL, 35244",,35244
440,Fish Market Restaurant,"1681 Montgomery Hwy, Hoover, AL, 35216",$,35216
441,Hootie's Burger Bar (400 Cahaba Valley Rd),"400 Cahaba Valley Rd, Pelham, AL, 35124",$$,35124
442,Dairy Queen Grill &amp; Chill (2924 Morgan Rd),"2924 Morgan Rd, Bessemer, AL, 35022",$,35022
443,On Tap Sports Cafe (Hoover),"3340 Galleria Cir, Hoover, AL, 35244",,35244
444,The Craft Burger,"5184 Caldwell Mill Rd, Birmingham, AL, 35244",$$,35244
445,Sol Azteca 2 (807 1st St N),"807 1st Street North, Alabaster, AL, 35007",$,35007
446,"Newk's Eatery (3780 Riverchase Village, Suite 1000)","3780 Riverchase Village, Hoover, AL, 35244",$,35244
447,Salvatore's Pizza &amp; Pasta (Hoover),"1594 Montgomery Hwy, Hoover, AL, 35216",,35216
448,Melt (Hoover),"5219 Peridot Place, Hoover, AL, 35244",$,35244
449,Saltgrass (2943 John Hawkins Pkwy),"2943 John Hawkins Pkwy, Hoover, AL, 35244",$,35244
450,American Deli ,"5519 Grove Blvd #137, Hoover, AL, 35226",$$,35226
451,McDonald's® (7210 WYNDHAM PKWY),"7210 WYNDHAM PKWY, HELENA, AL, 35080",$,35080
452,Whiskey Foxtrot Burger Dive,"2341 John Hawkins Pkwy, 119, Birmingham, AL, 35244-3503",$,35244-3503
453,Golden Fish &amp; Chicken,"1556 1st Street North, Alabaster, AL, 35007",$$$,35007
454,San Antonio Grill (Helena),"425, Helena, AL, 35080",$,35080
455,Burger King (681 1st Street South West),"681 1st Street South West, Alabaster, AL, 35007",$,35007
456,Cracker Barrel Old Country Store (655 Cahaba Valley Road),"655 Cahaba Valley Road, Pelham, AL, 35124",$,35124
457,O'Charley's (285 Colonial Promenade Pkwy),"285 Colonial Promenade Pkwy, Alabaster, AL, 35007",$$,35007
458,Jim 'N Nicks Bar-B-Q (Alabaster),"295, Alabaster, AL, 35007",,35007
459,Zaxby's (3437 Pelham Pkwy),"3437, Pelham, AL, 35124",$$,35124
460,MOOYAH Burgers (Hoover),"1028 Marble Terrace, Hoover, AL, 35244",$,35244
461,Five Guys AL-0451 4730 Chace Cir,"4730 Chace Lake Circle, Suite 128, Hoover, AL, 35244",$,35244
462,Taziki's Mediterranean Café (3439 Colonnade Parkway),"3439 Colonnade Parkway, Birmingham, AL, 35243",$$,35243
463,Taste Of Thailand,"3321 Lorna Rd, Hoover, AL, 35216",$$,35216
464,Papa Murphy's  (3056 Healthy Way STE 140),"3056 Healthy Way STE 140, Vestavia Hills, AL, 35243",$,35243
465,Chicken N' Biscuits by Cracker Barrel (5040 Academy Lane),"5040 Academy Lane, Bessemer, AL, 35022",$$,35022
466,IHOP (2000 Pelham Parkway),"2000, Pelham, AL, 35244",$,35244
467,FireBurger (191 Main Street),"191 Main St, Hoover, AL, 35244",$$,35244
468,Outback Steakhouse (5231 Highway 280 South),"5231 Highway 280 South, Birmingham, AL, 35242",$,35242
469,Super Chix (Hover),"1024 Marble Ter Ste 102, Hoover, AL, 35244",$,35244
470,Metro Diner (Inverness Birmingham),"180 Inverness Plaza, Birmingham, AL, 35242",$$,35242
471,La Brisa Mexican Restaurant,"2341 John Hawkins Pkwy, Birmingham, AL, 35226",,35226
472,Arby's (105 South Colonial Dr),"105 South Colonial Dr, Alabaster, AL, 35007",$,35007
473,Cajun Boys and Our Poboys (Caldwell Mill),"Valleydale Court &amp; Valleydale Road, Birmingham, AL, 35244",$,35244
474,Rock-N-Roll Sushi (Creekside Ave),"4441 Creekside Ave, Hoover, AL, 35244",$$,35244
475,Starbucks (Hwy 119 &amp; Kent Dairy),"2171 Kent Dairy Rd, Alabaster, AL, 35007",$,35007
476,The Seafood King Bessemer,"5060 Academy Lane, Bessemer, AL, 35022",$,35022
477,Jubilee Joe's Cajun Seafood Restaurant,"5190 Medford Drive, Hoover, AL, 35244",$$,35244
478,Subway (438 1st Street Southwest),"438 1st Street Southwest, Alabaster, AL, 35007",$,35007
479,"Tropical Smoothie Cafe (3049 John Hawkins Pkwy, Ste 100)","3049 John Hawkins Parkway, Hoover, AL, 35244",$,35244
480,Cici's Pizza (1851 Montgomery Highway),"1851 Montgomery Highway, Hoover, AL, 35244",$,35244
481,Brixx Wood Fire Pizza (Hoover),"181 Main St, Hoover, AL, 35244",$,35244
482,"Bed Bath &amp; Beyond (Riverchase Shopping Ctr,1771 Montgomery Hwy)","Riverchase Shopping Ctr1771 Montgomery Hwy, Hoover, AL, 35244",$,35244
483,Hootie's Bait &amp; Tackle (400 Cahaba Valley Rd),"400 Cahaba Valley Rd, Pelham, AL, 35124",$$,35124
484,Coop &amp; Run (285 S Colonial Promenade),"285 South Colonial Drive, Alabaster, AL, 35007",$$,35007
485,buybuy BABY (4351 Creekside Ave.),"4351 Creekside Ave., Hoover, AL, 35244",$,35244
486,Krispy Kreme (1990 New Patton Chapel Road),"1990 New Patton Chapel Road, Hoover, AL, 35226",$,35226
487,Church's Chicken  (1801 Carolina Ave.),"1801 Carolina Ave., Bessemer, AL, 35020",$,35020
488,Dunkin' (2419 Acton Rd),"2419 Acton Rd, Vestavia Hills, AL, 35243",$,35243
489,Honey Baked Ham (100 S Colonial Dr),"100 South Colonial Drive, Alabaster, AL, 35007",$,35007
490,"Chicken Salad Chick (0054 - Hoover - Riverchase, AL)","3780 Riverchase Village Ste. 110, Hoover, AL, 35244",$$,35244
491,Jason's Deli (3032 John Hawkins Pkwy),"3032 John Hawkins Pkwy, Hoover, AL, 35244",$$,35244
492,Maya Mexican Restaurant (Alabaster),"478 1st Street SW, Alabaster, AL, 35007",$,35007
493,Hooters (Pelham),"400 Cahaba Valley Rd, Pelham, AL, 35124",$$,35124
494,Twin Peaks (4330 Creekside Ave),"4330 Creekside Ave, Birmingham, AL, 35244",$,35244
495,KFC (630 Cahaba Valley Road),"630 Cahaba Valley Road, Pelham, AL, 35124",$,35124
496,Applebee's (Highway 119),"360 Cahaba Valley Road, Pelham, AL, 35124",$$,35124
497,Logan's Roadhouse 475 (5000 Bond Boulevard),"5000 Bond Boulevard, Bessemer, AL, 35022",$,35022
498,Jake's Soul Food Cafe,"3075 John Hawkins Pkwy, D-E, Hoover, AL, 35244",$,35244
499,Popeyes (3300 Pelham Pkwy),"3300, Pelham, AL, 35124",$,35124
500,Pizza Hut (495 Helena Market Place),"495, Helena, AL, 35080",$,35080
501,Taco Bell (4804 Highway 52 W),"4804 Highway 52 W, Helena, AL, 35080",$,35080
502,Panda Express (245 S. Colonial Drive),"245 S. Colonial Drive, Alabaster, AL, 35007",$,35007
503,Chick-fil-A (2432 Helena Rd),"2432, Helena, AL, 35080",$,35080
504,CVS (4685 HIGHWAY 17),"4685 HIGHWAY 17, HELENA, AL, 59601",$,59601
505,Walgreens (2381 HELENA RD),"2381, Helena, AL, 35080",$,35080
506,Brown Sugar Desserts by Renea,"4290 County Road 52, Helena, AL, 35080",$$,35080
507,Popeyes (2000 Galleria Circle Space No F),"2000 Galleria Circle Space No F, Hoover, AL, 35244",$,35244
508,Taziki's Mediterranean Café (630 1st Street North),"630 1st Street North, Alabaster, AL, 35007",$$,35007
509,"Mad Over Curry (3321 Lorna Rd, Birmingham, AL 35216)","3321 Lorna Rd, Birmingham, AL, 35216",$,35216
510,McDonald's® (5170 MEDFORD DRIVE),"5170 Medford Dr, Hoover, AL, 35244",$,35244
511,Chipotle Mexican Grill (1759 Montgomery Hwy),"1759 Montgomery Hwy, Hoover, AL, 35244",$,35244
512,Wendy's  (579 Cahaba Valley Rd),"579 Cahaba Valley Rd, Pelham, AL, 35124",$,35124
513,Zaxbys (2735 John Hawkins Pkwy),"2735 John Hawkins Pkwy, Hoover, AL, 35244",$,35244
514,Taco Bell (450 Colonial Promenade Pkwy),"450 Colonial Promenade Pkwy, Alabaster, AL, 35007",$,35007
515,Panda Express (3780 Lorna Rd),"3780 Lorna Rd, Hoover, AL, 35244",$,35244
516,Twisted Tenders (5000 Bond Blvd.),"5000 Bond Blvd., Bessemer, AL, 35022",$$,35022
517,"Veggie Mania (3321 Lorna Rd, Birmingham, AL 35216)","3321 Lorna Rd, Birmingham, AL, 35216",$,35216
518,Panera (700 Montgomery Highway),"700 Montgomery Highway, Vestavia, AL, 35216",$,35216
519,McAlister's Deli (4977 Promenade Parkway Suite 121),"4977 Promenade Parkway, Bessemer, AL, 35022",$,35022
520,Smoothie King (3056 Healthy Way Suite 144),"3056 Healthy Way, Vestavia, AL, 35243",$$,35243
521,Zaxby's (9134 Hwy. 119),"9134 Hwy. 119, Alabaster, AL, 35007",$$,35007
522,Chick-fil-A  (2000 Riverchase Galleria Ste 1),"2000 Riverchase Galleria Ste 1, Birmingham, AL, 35244",$,35244
523,Charleys Cheesesteaks - Riverchase Galleria,"3000 Riverchase Galleria Space E, Hoover, AL, 35244",$,35244
524,Burger King (613 Cahaba Valley Road),"613 Cahaba Valley Road, Pelham, AL, 35124",$,35124
525,Taco Bell (5192 Caldwell Mill Rd),"5192 Caldwell Mill Rd, Hoover, AL, 35244",$,35244
526,Chick-fil-A (320 Cahaba Valley Rd),"320 Cahaba Valley Rd, Pelham, AL, 35124",$,35124
527,Bojangles (485 Southland Drive),"485 Southland Drive, Hoover, AL, 35216",$,35216
528,Jersey Mike’s Subs (1851 Montgomery Highway),"1851 Montgomery Highway, Hoover, AL, 35244",$,35244
529,Dairy Queen Grill &amp; Chill (780 Colonial Promenade Pkwy),"780 Colonial Promenade Pkwy, Alabaster, AL, 35007",$,35007
